all_pocket_score.txt
6QTN_ACP_w_pocket_n47 0.99269027 -0.0969
6QTN_ACP_w_pocket_n32 0.9774974 -0.0337
6QTN_ACP_w_pocket_n52 0.9639679 -0.3694
6QTN_ACP_w_pocket_n35 0.9556956 -0.0416
6QTN_ACP_w_pocket_n13 0.93657935 0.0868
6QTN_GTP_w_pocket_n47 0.9316936 -0.0969
6QTN_ACP_w_pocket_n17 0.92266273 0.0369
6QTN_ACP_w_pocket_n7 0.88900733 0.1542
6QTN_GTP_w_pocket_n17 0.88664305 0.0369
6QTN_ACP_w_pocket_n2 0.8597363 0.2389
6QTN_ACP_w_pocket_n41 0.85935754 -0.0744
6QTN_ACP_w_pocket_n20 0.8260055 0.0332
6QTN_GTP_w_pocket_n35 0.7122869 -0.0416
6QTN_GTP_w_pocket_n52 0.66594774 -0.3694
6QTN_ACP_w_pocket_n1 0.36708856 0.4226
6QTN_GTP_w_pocket_n1 0.3530908 0.4226
6QTN_ACP_w_pocket_n19 0.25391215 0.0338
6QTN_GTP_w_pocket_n2 0.23495716 0.2389
6QTN_GTP_w_pocket_n13 0.15836315 0.0868
6QTN_GTP_w_pocket_n32 0.11609426 -0.0337
6QTN_ACP_w_pocket_n31 0.09442585 -0.0318
6QTN_GTP_w_pocket_n20 0.04445392 0.0332
6QTN_GTP_w_pocket_n41 0.033169314 -0.0744
6QTN_ACP_w_pocket_n29 0.03204627 -0.0277
6QTN_ACP_w_pocket_n30 0.031910904 -0.0282
6QTN_ACP_w_pocket_n12 0.017136892 0.0889
6QTN_GTP_w_pocket_n7 0.011322376 0.1542
6QTN_ACP_w_pocket_n36 0.005174106 -0.0419
6QTN_GTP_w_pocket_n19 0.004136022 0.0338
6QTN_ACP_w_pocket_n23 0.0038385778 0.0097
6QTN_ACP_w_pocket_n38 0.0036451817 -0.0516
6QTN_ACP_w_pocket_n24 0.0031364143 0.0033
6QTN_ACP_w_pocket_n10 0.00301078 0.1155
6QTN_GTP_w_pocket_n23 0.0029621401 0.0097
6QTN_ACP_w_pocket_n33 0.0024485795 -0.0361
6QTN_GTP_w_pocket_n31 0.002313752 -0.0318
6QTN_GTP_w_pocket_n12 0.0019983295 0.0889
6QTN_ACP_w_pocket_n3 0.0016842274 0.2353
6QTN_GTP_w_pocket_n50 0.0015838132 -0.1406
6QTN_GTP_w_pocket_n29 0.0015754903 -0.0277
6QTN_ACP_w_pocket_n26 0.0015529749 -0.0003
6QTN_GTP_w_pocket_n3 0.0015040075 0.2353
6QTN_ACP_w_pocket_n48 0.0014022011 -0.1081
6QTN_ACP_w_pocket_n44 0.0013660945 -0.0843
6QTN_ACP_w_pocket_n51 0.0012253708 -0.1978
6QTN_GTP_w_pocket_n30 0.0011348553 -0.0282
6QTN_ACP_w_pocket_n42 0.001054597 -0.0750
6QTN_GTP_w_pocket_n24 0.00090551726 0.0033
6QTN_ACP_w_pocket_n25 0.00089644763 0.0014
6QTN_GTP_w_pocket_n48 0.00077882706 -0.1081
6QTN_ACP_w_pocket_n22 0.00074735074 0.0144
6QTN_ACP_w_pocket_n8 0.00071645324 0.1323
6QTN_GTP_w_pocket_n10 0.0007138045 0.1155
6QTN_ACP_w_pocket_n11 0.00070463325 0.0909
6QTN_GTP_w_pocket_n38 0.00065989036 -0.0516
6QTN_ACP_w_pocket_n45 0.0005973277 -0.0865
6QTN_GTP_w_pocket_n44 0.00059267494 -0.0843
6QTN_GTP_w_pocket_n26 0.0005537896 -0.0003
6QTN_GTP_w_pocket_n33 0.0005263195 -0.0361
6QTN_GTP_w_pocket_n37 0.0005110367 -0.0430
6QTN_ACP_w_pocket_n27 0.0004964979 -0.0043
6QTN_ACP_w_pocket_n50 0.00048724178 -0.1406
6QTN_ACP_w_pocket_n15 0.0004837522 0.0429
6QTN_GTP_w_pocket_n25 0.00045295313 0.0014
6QTN_GTP_w_pocket_n39 0.0004236973 -0.0609
6QTN_GTP_w_pocket_n8 0.00041435406 0.1323
6QTN_ACP_w_pocket_n43 0.00039419965 -0.0817
6QTN_GTP_w_pocket_n22 0.00035203362 0.0144
6QTN_GTP_w_pocket_n51 0.00033355565 -0.1978
6QTN_ACP_w_pocket_n39 0.00032643048 -0.0609
6QTN_ACP_w_pocket_n4 0.00032305712 0.1782
6QTN_ACP_w_pocket_n34 0.0003170989 -0.0401
6QTN_ACP_w_pocket_n37 0.0003014067 -0.0430
6QTN_GTP_w_pocket_n16 0.00029813946 0.0403
6QTN_ACP_w_pocket_n21 0.00027995088 0.0156
6QTN_ACP_w_pocket_n46 0.00027812508 -0.0881
6QTN_GTP_w_pocket_n40 0.00027728418 -0.0728
6QTN_ACP_w_pocket_n6 0.00026830143 0.1555
6QTN_GTP_w_pocket_n15 0.00025590538 0.0429
6QTN_GTP_w_pocket_n43 0.0002487373 -0.0817
6QTN_GTP_w_pocket_n36 0.00023084476 -0.0419
6QTN_GTP_w_pocket_n46 0.00021421285 -0.0881
6QTN_GTP_w_pocket_n11 0.00021238129 0.0909
6QTN_ACP_w_pocket_n14 0.00021031177 0.0538
6QTN_GTP_w_pocket_n42 0.00020174647 -0.0750
6QTN_ACP_w_pocket_n5 0.00019969829 0.1756
6QTN_ACP_w_pocket_n16 0.0001974631 0.0403
6QTN_ACP_w_pocket_n9 0.00019275425 0.1184
6QTN_GTP_w_pocket_n45 0.00018561505 -0.0865
6QTN_GTP_w_pocket_n34 0.00015875015 -0.0401
6QTN_GTP_w_pocket_n21 0.00015804934 0.0156
6QTN_GTP_w_pocket_n27 0.00014963423 -0.0043
6QTN_GTP_w_pocket_n18 0.00014511275 0.0368
6QTN_GTP_w_pocket_n6 0.00014444266 0.1555
6QTN_GTP_w_pocket_n4 0.00013791425 0.1782
6QTN_GTP_w_pocket_n5 0.0001376066 0.1756
6QTN_GTP_w_pocket_n14 0.00013715152 0.0538
6QTN_ACP_w_pocket_n18 0.00013071706 0.0368
6QTN_GTP_w_pocket_n9 0.00012783546 0.1184
6QTN_ACP_w_pocket_n40 0.000102593905 -0.0728
6QTN_GTP_w_pocket_n28 6.5373744e-05 -0.0228
6QTN_ACP_w_pocket_n28 6.384283e-05 -0.0228
6QTN_ACP_w_pocket_n49 6.2284074e-05 -0.1172
6QTN_GTP_w_pocket_n49 2.429461e-05 -0.1172
